eufield,repfield,expunt,year,trt,spec,time,GDD,rep,run,site,siteyear,injury,count,biomass,biopercent,biored 
zidarl18b,1,2277,2018,zid,rad,40,739,2,2,arl,Arlington 2018,92,3,0.24,33.92226148,66.07773852
zidarl18b,2,2278,2018,zid,fox,40,739,2,2,arl,Arlington 2018,100,0,0,0,100
zidarl18b,3,2279,2018,zid,pal,40,739,2,2,arl,Arlington 2018,97,3,0.02,16.66666667,83.33333333
zidarl18b,4,2280,2018,zid,rye,40,739,2,2,arl,Arlington 2018,80,5,0.22,89.18918919,10.81081081
zidarl18c,1,2281,2018,zid,rad,40,739,3,2,arl,Arlington 2018,75,3,0.27,38.16254417,61.83745583
zidarl18c,2,2282,2018,zid,fox,40,739,3,2,arl,Arlington 2018,95,4,0.03,20,80
zidarl18c,3,2283,2018,zid,pal,40,739,3,2,arl,Arlington 2018,100,0,0,0,100
zidarl18c,4,2284,2018,zid,rye,40,739,3,2,arl,Arlington 2018,85,5,0.23,93.24324324,6.756756757
zidarl18d,1,2285,2018,zid,rad,40,739,4,2,arl,Arlington 2018,100,0,0,0,100
zidarl18d,2,2286,2018,zid,fox,40,739,4,2,arl,Arlington 2018,100,0,0,0,100
zidarl18d,3,2287,2018,zid,pal,40,739,4,2,arl,Arlington 2018,100,0,0,0,100
zidarl18d,4,2288,2018,zid,rye,40,739,4,2,arl,Arlington 2018,80,5,0.19,77.02702703,22.97297297
zidarl18a,1,2289,2018,zid,rad,50,930,1,2,arl,Arlington 2018,55,4,0.68,100,0
zidarl18a,2,2290,2018,zid,fox,50,930,1,2,arl,Arlington 2018,90,5,0.04,15.23809524,84.76190476
zidarl18a,3,2291,2018,zid,pal,50,930,1,2,arl,Arlington 2018,100,0,0,0,100
zidarl18a,4,2292,2018,zid,rye,50,930,1,2,arl,Arlington 2018,98,2,0.34,100,0
zidarl18b,1,2293,2018,zid,rad,50,930,2,2,arl,Arlington 2018,60,4,0.88,100,0
zidarl18b,2,2294,2018,zid,fox,50,930,2,2,arl,Arlington 2018,99,1,0.02,7.619047619,92.38095238
zidarl18b,3,2295,2018,zid,pal,50,930,2,2,arl,Arlington 2018,90,13,0.08,53.33333333,46.66666667
zidarl18b,4,2296,2018,zid,rye,50,930,2,2,arl,Arlington 2018,77,5,0.22,100,0
zidarl18c,1,2297,2018,zid,rad,50,930,3,2,arl,Arlington 2018,,,,,
zidarl18c,2,2298,2018,zid,fox,50,930,3,2,arl,Arlington 2018,,,,,
zidarl18c,3,2299,2018,zid,pal,50,930,3,2,arl,Arlington 2018,,,,,
zidarl18c,4,2300,2018,zid,rye,50,930,3,2,arl,Arlington 2018,,,,,
zidarl18d,1,2301,2018,zid,rad,50,930,4,2,arl,Arlington 2018,40,5,0.53,100,0
zidarl18d,2,2302,2018,zid,fox,50,930,4,2,arl,Arlington 2018,100,0,0,0,100
zidarl18d,3,2303,2018,zid,pal,50,930,4,2,arl,Arlington 2018,90,2,0.02,13.33333333,86.66666667
zidarl18d,4,2304,2018,zid,rye,50,930,4,2,arl,Arlington 2018,67,4,0.19,86.36363636,13.63636364
checklan18a,1,2305,2018,check,rad,0,0,1,1,lan,Lancaster 2018,0,4,0.55,100,
checklan18a,2,2306,2018,check,fox,0,0,1,1,lan,Lancaster 2018,0,2,0.57,100,
checklan18a,3,2307,2018,check,pal,0,0,1,1,lan,Lancaster 2018,0,8,0.52,100,
checklan18a,4,2308,2018,check,rye,0,0,1,1,lan,Lancaster 2018,0,4,0.39,100,
checklan18b,1,2309,2018,check,rad,0,0,2,1,lan,Lancaster 2018,10,5,0.58,100,
checklan18b,2,2310,2018,check,fox,0,0,2,1,lan,Lancaster 2018,,,,,
checklan18b,3,2311,2018,check,pal,0,0,2,1,lan,Lancaster 2018,10,1,0.4,100,
checklan18b,4,2312,2018,check,rye,0,0,2,1,lan,Lancaster 2018,5,4,0.26,100,
checklan18c,1,2313,2018,check,rad,0,0,3,1,lan,Lancaster 2018,5,3,0.52,100,
checklan18c,2,2314,2018,check,fox,0,0,3,1,lan,Lancaster 2018,0,6,0.75,100,
checklan18c,3,2315,2018,check,pal,0,0,3,1,lan,Lancaster 2018,0,20,0.52,100,
checklan18c,4,2316,2018,check,rye,0,0,3,1,lan,Lancaster 2018,2,3,0.29,100,
checklan18d,1,2317,2018,check,rad,0,0,4,1,lan,Lancaster 2018,,,,,
checklan18d,2,2318,2018,check,fox,0,0,4,1,lan,Lancaster 2018,15,3,0.42,100,
checklan18d,3,2319,2018,check,pal,0,0,4,1,lan,Lancaster 2018,50,1,0.16,100,
checklan18d,4,2320,2018,check,rye,0,0,4,1,lan,Lancaster 2018,10,5,0.33,100,
checklan18a,1,2321,2018,check,rad,10,171,1,1,lan,Lancaster 2018,0,4,0.87,100,
checklan18a,2,2322,2018,check,fox,10,171,1,1,lan,Lancaster 2018,0,22,1.7,100,
checklan18a,3,2323,2018,check,pal,10,171,1,1,lan,Lancaster 2018,0,30,0.68,100,
checklan18a,4,2324,2018,check,rye,10,171,1,1,lan,Lancaster 2018,0,3,0.35,100,
checklan18b,1,2325,2018,check,rad,10,171,2,1,lan,Lancaster 2018,0,5,1.45,100,
checklan18b,2,2326,2018,check,fox,10,171,2,1,lan,Lancaster 2018,0,22,1.96,100,
checklan18b,3,2327,2018,check,pal,10,171,2,1,lan,Lancaster 2018,0,30,0.7,100,
checklan18b,4,2328,2018,check,rye,10,171,2,1,lan,Lancaster 2018,0,3,0.35,100,
checklan18c,1,2329,2018,check,rad,10,171,3,1,lan,Lancaster 2018,5,2,0.85,100,
checklan18c,2,2330,2018,check,fox,10,171,3,1,lan,Lancaster 2018,5,18,2.4,100,
checklan18c,3,2331,2018,check,pal,10,171,3,1,lan,Lancaster 2018,0,28,0.9,100,
checklan18c,4,2332,2018,check,rye,10,171,3,1,lan,Lancaster 2018,0,2,0.34,100,
checklan18d,1,2333,2018,check,rad,10,171,4,1,lan,Lancaster 2018,2,4,0.55,100,
checklan18d,2,2334,2018,check,fox,10,171,4,1,lan,Lancaster 2018,5,30,1.13,100,
checklan18d,3,2335,2018,check,pal,10,171,4,1,lan,Lancaster 2018,3,23,0.8,100,
checklan18d,4,2336,2018,check,rye,10,171,4,1,lan,Lancaster 2018,0,3,0.2,100,
checklan18a,1,2337,2018,check,rad,20,,1,1,lan,Lancaster 2018,2,2,0.43,100,
checklan18a,2,2338,2018,check,fox,20,304,1,1,lan,Lancaster 2018,3,28,1.12,100,
checklan18a,3,2339,2018,check,pal,20,304,1,1,lan,Lancaster 2018,0,45,0.82,100,
checklan18a,4,2340,2018,check,rye,20,304,1,1,lan,Lancaster 2018,0,4,0.25,100,
checklan18b,1,2341,2018,check,rad,20,304,2,1,lan,Lancaster 2018,0,7,1.17,100,
checklan18b,2,2342,2018,check,fox,20,304,2,1,lan,Lancaster 2018,0,14,1.46,100,
checklan18b,3,2343,2018,check,pal,20,304,2,1,lan,Lancaster 2018,0,44,0.75,100,
checklan18b,4,2344,2018,check,rye,20,304,2,1,lan,Lancaster 2018,0,3,0.36,100,
checklan18c,1,2345,2018,check,rad,20,304,3,1,lan,Lancaster 2018,,,,,
checklan18c,2,2346,2018,check,fox,20,304,3,1,lan,Lancaster 2018,5,7,0.56,100,
checklan18c,3,2347,2018,check,pal,20,304,3,1,lan,Lancaster 2018,5,11,0.75,100,
checklan18c,4,2348,2018,check,rye,20,304,3,1,lan,Lancaster 2018,10,2,0.12,100,
checklan18d,1,2349,2018,check,rad,20,304,4,1,lan,Lancaster 2018,0,6,0.7,100,
checklan18d,2,2350,2018,check,fox,20,304,4,1,lan,Lancaster 2018,0,22,1.32,100,
checklan18d,3,2351,2018,check,pal,20,304,4,1,lan,Lancaster 2018,0,55,1.53,100,
checklan18d,4,2352,2018,check,rye,20,304,4,1,lan,Lancaster 2018,,,,,
checklan18a,1,2353,2018,check,rad,30,476,1,1,lan,Lancaster 2018,0,4,0.64,100,
checklan18a,2,2354,2018,check,fox,30,476,1,1,lan,Lancaster 2018,0,11,0.9,100,
checklan18a,3,2355,2018,check,pal,30,476,1,1,lan,Lancaster 2018,10,26,0.59,100,
checklan18a,4,2356,2018,check,rye,30,476,1,1,lan,Lancaster 2018,10,5,0.4,100,
checklan18b,1,2357,2018,check,rad,30,476,2,1,lan,Lancaster 2018,30,4,0.77,100,
checklan18b,2,2358,2018,check,fox,30,476,2,1,lan,Lancaster 2018,20,28,1.89,100,
checklan18b,3,2359,2018,check,pal,30,476,2,1,lan,Lancaster 2018,80,20,0.81,100,
checklan18b,4,2360,2018,check,rye,30,476,2,1,lan,Lancaster 2018,65,3,0.33,100,
checklan18c,1,2361,2018,check,rad,30,476,3,1,lan,Lancaster 2018,,,,,
checklan18c,2,2362,2018,check,fox,30,476,3,1,lan,Lancaster 2018,0,11,1.43,100,
checklan18c,3,2363,2018,check,pal,30,476,3,1,lan,Lancaster 2018,0,14,1.3,100,
checklan18c,4,2364,2018,check,rye,30,476,3,1,lan,Lancaster 2018,0,3,0.5,100,
checklan18d,1,2365,2018,check,rad,30,476,4,1,lan,Lancaster 2018,0,4,1.35,100,
checklan18d,2,2366,2018,check,fox,30,476,4,1,lan,Lancaster 2018,0,22,0.81,100,
checklan18d,3,2367,2018,check,pal,30,476,4,1,lan,Lancaster 2018,0,60,0.55,100,
checklan18d,4,2368,2018,check,rye,30,476,4,1,lan,Lancaster 2018,0,4,0.45,100,
checklan18a,1,2369,2018,check,rad,40,662,1,1,lan,Lancaster 2018,0,5,0.8,100,
checklan18a,2,2370,2018,check,fox,40,662,1,1,lan,Lancaster 2018,0,20,0.66,100,
checklan18a,3,2371,2018,check,pal,40,662,1,1,lan,Lancaster 2018,0,31,0.91,100,
checklan18a,4,2372,2018,check,rye,40,662,1,1,lan,Lancaster 2018,0,5,0.62,100,
checklan18b,1,2373,2018,check,rad,40,662,2,1,lan,Lancaster 2018,10,3,0.38,100,
checklan18b,2,2374,2018,check,fox,40,662,2,1,lan,Lancaster 2018,0,8,2.45,100,
checklan18b,3,2375,2018,check,pal,40,662,2,1,lan,Lancaster 2018,0,29,0.84,100,
checklan18b,4,2376,2018,check,rye,40,662,2,1,lan,Lancaster 2018,15,3,0.25,100,
checklan18c,1,2377,2018,check,rad,40,662,3,1,lan,Lancaster 2018,0,3,1.37,100,
checklan18c,2,2378,2018,check,fox,40,662,3,1,lan,Lancaster 2018,0,11,1.4,100,
checklan18c,3,2379,2018,check,pal,40,662,3,1,lan,Lancaster 2018,0,45,1.18,100,
checklan18c,4,2380,2018,check,rye,40,662,3,1,lan,Lancaster 2018,2,2,0.12,100,
checklan18d,1,2381,2018,check,rad,40,662,4,1,lan,Lancaster 2018,2,4,0.85,100,
checklan18d,2,2382,2018,check,fox,40,662,4,1,lan,Lancaster 2018,5,16,0.77,100,
checklan18d,3,2383,2018,check,pal,40,662,4,1,lan,Lancaster 2018,10,50,0.78,100,
checklan18d,4,2384,2018,check,rye,40,662,4,1,lan,Lancaster 2018,,,,,
checklan18a,1,2385,2018,check,rad,50,836,1,1,lan,Lancaster 2018,0,4,1.15,100,
checklan18a,2,2386,2018,check,fox,50,836,1,1,lan,Lancaster 2018,0,30,2.22,100,
checklan18a,3,2387,2018,check,pal,50,836,1,1,lan,Lancaster 2018,0,34,0.93,100,
checklan18a,4,2388,2018,check,rye,50,836,1,1,lan,Lancaster 2018,0,3,0.43,100,
checklan18b,1,2389,2018,check,rad,50,836,2,1,lan,Lancaster 2018,20,2,0.45,100,
checklan18b,2,2390,2018,check,fox,50,836,2,1,lan,Lancaster 2018,5,12,1.64,100,
checklan18b,3,2391,2018,check,pal,50,836,2,1,lan,Lancaster 2018,5,37,1.09,100,
checklan18b,4,2392,2018,check,rye,50,836,2,1,lan,Lancaster 2018,0,4,0.87,100,
checklan18c,1,2393,2018,check,rad,50,836,3,1,lan,Lancaster 2018,99,1,0.04,100,
checklan18c,2,2394,2018,check,fox,50,836,3,1,lan,Lancaster 2018,0,19,1.3,100,
checklan18c,3,2395,2018,check,pal,50,836,3,1,lan,Lancaster 2018,0,31,1.02,100,
checklan18c,4,2396,2018,check,rye,50,836,3,1,lan,Lancaster 2018,0,4,0.39,100,
checklan18d,1,2397,2018,check,rad,50,836,4,1,lan,Lancaster 2018,0,2,1,100,
checklan18d,2,2398,2018,check,fox,50,836,4,1,lan,Lancaster 2018,0,3,0.23,100,
checklan18d,3,2399,2018,check,pal,50,836,4,1,lan,Lancaster 2018,0,27,0.84,100,
checklan18d,4,2400,2018,check,rye,50,836,4,1,lan,Lancaster 2018,0,5,0.27,100,
purslan18a,1,2401,2018,purs,rad,0,0,1,1,lan,Lancaster 2018,90,4,0.17,30.90909091,69.09090909
purslan18a,2,2402,2018,purs,fox,0,0,1,1,lan,Lancaster 2018,95,18,0.29,50,50
purslan18a,3,2403,2018,purs,pal,0,0,1,1,lan,Lancaster 2018,80,10,1,100,0
purslan18a,4,2404,2018,purs,rye,0,0,1,1,lan,Lancaster 2018,78,5,0.29,91.33858268,8.661417323
purslan18b,1,2405,2018,purs,rad,0,0,2,1,lan,Lancaster 2018,98,3,0.1,18.18181818,81.81818182
purslan18b,2,2406,2018,purs,fox,0,0,2,1,lan,Lancaster 2018,99,24,1.33,100,0
purslan18b,3,2407,2018,purs,pal,0,0,2,1,lan,Lancaster 2018,80,18,0.61,100,0
purslan18b,4,2408,2018,purs,rye,0,0,2,1,lan,Lancaster 2018,90,5,0.18,56.69291339,43.30708661
purslan18c,1,2409,2018,purs,rad,0,0,3,1,lan,Lancaster 2018,99,3,0.1,18.18181818,81.81818182
purslan18c,2,2410,2018,purs,fox,0,0,3,1,lan,Lancaster 2018,97,12,0.34,58.62068966,41.37931034
purslan18c,3,2411,2018,purs,pal,0,0,3,1,lan,Lancaster 2018,90,11,1.84,100,0
purslan18c,4,2412,2018,purs,rye,0,0,3,1,lan,Lancaster 2018,100,0,0,0,100
purslan18d,1,2413,2018,purs,rad,0,0,4,1,lan,Lancaster 2018,98,3,0.11,20,80
purslan18d,2,2414,2018,purs,fox,0,0,4,1,lan,Lancaster 2018,97,5,0.12,20.68965517,79.31034483
purslan18d,3,2415,2018,purs,pal,0,0,4,1,lan,Lancaster 2018,85,40,1.45,100,0
purslan18d,4,2416,2018,purs,rye,0,0,4,1,lan,Lancaster 2018,80,5,0.36,100,0
purslan18a,1,2417,2018,purs,rad,10,171,1,1,lan,Lancaster 2018,96,3,0.72,77.41935484,22.58064516
purslan18a,2,2418,2018,purs,fox,10,171,1,1,lan,Lancaster 2018,98,18,0.49,27.26008345,72.73991655
purslan18a,3,2419,2018,purs,pal,10,171,1,1,lan,Lancaster 2018,82,25,1.41,100,0
purslan18a,4,2420,2018,purs,rye,10,171,1,1,lan,Lancaster 2018,93,2,0.28,90.32258065,9.677419355
purslan18b,1,2421,2018,purs,rad,10,171,2,1,lan,Lancaster 2018,98,4,0.25,26.88172043,73.11827957
purslan18b,2,2422,2018,purs,fox,10,171,2,1,lan,Lancaster 2018,96,8,0.8,44.50625869,55.49374131
purslan18b,3,2423,2018,purs,pal,10,171,2,1,lan,Lancaster 2018,93,29,1.22,100,0
purslan18b,4,2424,2018,purs,rye,10,171,2,1,lan,Lancaster 2018,99,1,0.21,67.74193548,32.25806452
purslan18c,1,2425,2018,purs,rad,10,171,3,1,lan,Lancaster 2018,99,1,0.04,4.301075269,95.69892473
purslan18c,2,2426,2018,purs,fox,10,171,3,1,lan,Lancaster 2018,85,20,0.45,25.03477051,74.96522949
purslan18c,3,2427,2018,purs,pal,10,171,3,1,lan,Lancaster 2018,78,16,1.12,100,0
purslan18c,4,2428,2018,purs,rye,10,171,3,1,lan,Lancaster 2018,80,4,0.54,100,0
purslan18d,1,2429,2018,purs,rad,10,171,4,1,lan,Lancaster 2018,97,3,0.11,11.82795699,88.17204301
purslan18d,2,2430,2018,purs,fox,10,171,4,1,lan,Lancaster 2018,85,8,0.73,40.61196106,59.38803894
purslan18d,3,2431,2018,purs,pal,10,171,4,1,lan,Lancaster 2018,90,25,0.63,81.81818182,18.18181818
purslan18d,4,2432,2018,purs,rye,10,171,4,1,lan,Lancaster 2018,,,,,
purslan18a,1,2433,2018,purs,rad,20,304,1,1,lan,Lancaster 2018,100,4,0.14,18.26086957,81.73913043
purslan18a,2,2434,2018,purs,fox,20,304,1,1,lan,Lancaster 2018,80,12,1.14,100,0
purslan18a,3,2435,2018,purs,pal,20,304,1,1,lan,Lancaster 2018,78,7,1.27,100,0
purslan18a,4,2436,2018,purs,rye,20,304,1,1,lan,Lancaster 2018,50,3,0.58,100,0
purslan18b,1,2437,2018,purs,rad,20,304,2,1,lan,Lancaster 2018,75,6,0.73,95.2173913,4.782608696
purslan18b,2,2438,2018,purs,fox,20,304,2,1,lan,Lancaster 2018,60,11,1.38,100,0
purslan18b,3,2439,2018,purs,pal,20,304,2,1,lan,Lancaster 2018,72,26,1,100,0
purslan18b,4,2440,2018,purs,rye,20,304,2,1,lan,Lancaster 2018,60,2,0.43,100,0
purslan18c,1,2441,2018,purs,rad,20,304,3,1,lan,Lancaster 2018,95,3,0.26,33.91304348,66.08695652
purslan18c,2,2442,2018,purs,fox,20,304,3,1,lan,Lancaster 2018,10,25,1.48,100,0
purslan18c,3,2443,2018,purs,pal,20,304,3,1,lan,Lancaster 2018,40,24,1.18,100,0
purslan18c,4,2444,2018,purs,rye,20,304,3,1,lan,Lancaster 2018,40,1,0.18,73.97260274,26.02739726
purslan18d,1,2445,2018,purs,rad,20,304,4,1,lan,Lancaster 2018,95,2,0.16,20.86956522,79.13043478
purslan18d,2,2446,2018,purs,fox,20,304,4,1,lan,Lancaster 2018,80,16,0.87,78.02690583,21.97309417
purslan18d,3,2447,2018,purs,pal,20,304,4,1,lan,Lancaster 2018,85,15,0.7,72.72727273,27.27272727
purslan18d,4,2448,2018,purs,rye,20,304,4,1,lan,Lancaster 2018,85,3,0.37,100,0
purslan18a,1,2449,2018,purs,rad,30,476,1,1,lan,Lancaster 2018,80,4,0.71,77.17391304,22.82608696
purslan18a,2,2450,2018,purs,fox,30,476,1,1,lan,Lancaster 2018,35,19,1.86,100,0
purslan18a,3,2451,2018,purs,pal,30,476,1,1,lan,Lancaster 2018,60,11,1.35,100,0
purslan18a,4,2452,2018,purs,rye,30,476,1,1,lan,Lancaster 2018,75,3,0.28,66.66666667,33.33333333
purslan18b,1,2453,2018,purs,rad,30,476,2,1,lan,Lancaster 2018,100,0,0,0,100
purslan18b,2,2454,2018,purs,fox,30,476,2,1,lan,Lancaster 2018,90,7,0.49,38.96620278,61.03379722
purslan18b,3,2455,2018,purs,pal,30,476,2,1,lan,Lancaster 2018,60,28,1.44,100,0
purslan18b,4,2456,2018,purs,rye,30,476,2,1,lan,Lancaster 2018,40,3,0.81,100,0
purslan18c,1,2457,2018,purs,rad,30,476,3,1,lan,Lancaster 2018,100,0,0,0,100
purslan18c,2,2458,2018,purs,fox,30,476,3,1,lan,Lancaster 2018,75,9,1.32,100,0
purslan18c,3,2459,2018,purs,pal,30,476,3,1,lan,Lancaster 2018,85,29,0.5,61.53846154,38.46153846
purslan18c,4,2460,2018,purs,rye,30,476,3,1,lan,Lancaster 2018,100,0,0,0,100
purslan18d,1,2461,2018,purs,rad,30,476,4,1,lan,Lancaster 2018,50,4,0.92,100,0
purslan18d,2,2462,2018,purs,fox,30,476,4,1,lan,Lancaster 2018,60,11,0.81,64.41351889,35.58648111
purslan18d,3,2463,2018,purs,pal,30,476,4,1,lan,Lancaster 2018,70,26,0.59,72.61538462,27.38461538
purslan18d,4,2464,2018,purs,rye,30,476,4,1,lan,Lancaster 2018,65,3,0.42,100,0
purslan18a,1,2465,2018,purs,rad,40,662,1,1,lan,Lancaster 2018,50,5,1.59,100,0
purslan18a,2,2466,2018,purs,fox,40,662,1,1,lan,Lancaster 2018,25,13,1.87,100,0
purslan18a,3,2467,2018,purs,pal,40,662,1,1,lan,Lancaster 2018,69,32,1.37,100,0
purslan18a,4,2468,2018,purs,rye,40,662,1,1,lan,Lancaster 2018,80,3,0.38,100,0
purslan18b,1,2469,2018,purs,rad,40,662,2,1,lan,Lancaster 2018,95,2,0.63,74.11764706,25.88235294
purslan18b,2,2470,2018,purs,fox,40,662,2,1,lan,Lancaster 2018,94,9,0.85,64.39393939,35.60606061
purslan18b,3,2471,2018,purs,pal,40,662,2,1,lan,Lancaster 2018,90,28,0.99,100,0
purslan18b,4,2472,2018,purs,rye,40,662,2,1,lan,Lancaster 2018,98,1,0.38,100,0
purslan18c,1,2473,2018,purs,rad,40,662,3,1,lan,Lancaster 2018,40,1,0.61,71.76470588,28.23529412
purslan18c,2,2474,2018,purs,fox,40,662,3,1,lan,Lancaster 2018,50,18,1.22,92.42424242,7.575757576
purslan18c,3,2475,2018,purs,pal,40,662,3,1,lan,Lancaster 2018,65,5,0.84,90.56603774,9.433962264
purslan18c,4,2476,2018,purs,rye,40,662,3,1,lan,Lancaster 2018,55,1,0.21,63.63636364,36.36363636
purslan18d,1,2477,2018,purs,rad,40,662,4,1,lan,Lancaster 2018,85,2,0.51,60,40
purslan18d,2,2478,2018,purs,fox,40,662,4,1,lan,Lancaster 2018,80,15,1.18,89.39393939,10.60606061
purslan18d,3,2479,2018,purs,pal,40,662,4,1,lan,Lancaster 2018,85,24,0.54,58.22102426,41.77897574
purslan18d,4,2480,2018,purs,rye,40,662,4,1,lan,Lancaster 2018,88,2,0.24,72.72727273,27.27272727
purslan18a,1,2481,2018,purs,rad,50,836,1,1,lan,Lancaster 2018,100,0,0,0,100
purslan18a,2,2482,2018,purs,fox,50,836,1,1,lan,Lancaster 2018,60,14,1.88,100,0
purslan18a,3,2483,2018,purs,pal,50,836,1,1,lan,Lancaster 2018,30,10,1.96,100,0
purslan18a,4,2484,2018,purs,rye,50,836,1,1,lan,Lancaster 2018,25,4,0.58,100,0
purslan18b,1,2485,2018,purs,rad,50,836,2,1,lan,Lancaster 2018,94,4,0.69,100,0
purslan18b,2,2486,2018,purs,fox,50,836,2,1,lan,Lancaster 2018,93,16,1.17,86.82745826,13.17254174
purslan18b,3,2487,2018,purs,pal,50,836,2,1,lan,Lancaster 2018,92,17,1.07,100,0
purslan18b,4,2488,2018,purs,rye,50,836,2,1,lan,Lancaster 2018,85,4,0.48,97.95918367,2.040816327
purslan18c,1,2489,2018,purs,rad,50,836,3,1,lan,Lancaster 2018,5,2,0.74,100,0
purslan18c,2,2490,2018,purs,fox,50,836,3,1,lan,Lancaster 2018,0,11,0.95,70.50092764,29.49907236
purslan18c,3,2491,2018,purs,pal,50,836,3,1,lan,Lancaster 2018,5,28,1,100,0
purslan18c,4,2492,2018,purs,rye,50,836,3,1,lan,Lancaster 2018,10,5,0.43,87.75510204,12.24489796
purslan18d,1,2493,2018,purs,rad,50,836,4,1,lan,Lancaster 2018,75,3,0.32,48.48484848,51.51515152
purslan18d,2,2494,2018,purs,fox,50,836,4,1,lan,Lancaster 2018,60,22,1.36,100,0
purslan18d,3,2495,2018,purs,pal,50,836,4,1,lan,Lancaster 2018,75,29,1.29,100,0
purslan18d,4,2496,2018,purs,rye,50,836,4,1,lan,Lancaster 2018,65,3,0.53,100,0
claslan18a,1,2497,2018,clas,rad,0,0,1,1,lan,Lancaster 2018,100,0,0,0,100
claslan18a,2,2498,2018,clas,fox,0,0,1,1,lan,Lancaster 2018,95,10,0.18,31.03448276,68.96551724
claslan18a,3,2499,2018,clas,pal,0,0,1,1,lan,Lancaster 2018,65,25,1.92,100,0
claslan18a,4,2500,2018,clas,rye,0,0,1,1,lan,Lancaster 2018,85,5,0.3,94.48818898,5.511811024
claslan18b,1,2501,2018,clas,rad,0,0,2,1,lan,Lancaster 2018,100,0,0,0,100
claslan18b,2,2502,2018,clas,fox,0,0,2,1,lan,Lancaster 2018,98,4,0.09,15.51724138,84.48275862
claslan18b,3,2503,2018,clas,pal,0,0,2,1,lan,Lancaster 2018,95,26,1.13,100,0
claslan18b,4,2504,2018,clas,rye,0,0,2,1,lan,Lancaster 2018,96,5,0.32,100,0
claslan18c,1,2505,2018,clas,rad,0,0,3,1,lan,Lancaster 2018,100,0,0,0,100
claslan18c,2,2506,2018,clas,fox,0,0,3,1,lan,Lancaster 2018,95,9,0.22,37.93103448,62.06896552
claslan18c,3,2507,2018,clas,pal,0,0,3,1,lan,Lancaster 2018,50,30,1.02,100,0
claslan18c,4,2508,2018,clas,rye,0,0,3,1,lan,Lancaster 2018,99,1,0.03,9.448818898,90.5511811
claslan18d,1,2509,2018,clas,rad,0,0,4,1,lan,Lancaster 2018,100,0,0,0,100
claslan18d,2,2510,2018,clas,fox,0,0,4,1,lan,Lancaster 2018,95,14,0.15,25.86206897,74.13793103
claslan18d,3,2511,2018,clas,pal,0,0,4,1,lan,Lancaster 2018,85,40,1.42,100,0
claslan18d,4,2512,2018,clas,rye,0,0,4,1,lan,Lancaster 2018,95,4,0.13,40.94488189,59.05511811
claslan18a,1,2513,2018,clas,rad,10,171,1,1,lan,Lancaster 2018,100,0,0,0,100
claslan18a,2,2514,2018,clas,fox,10,171,1,1,lan,Lancaster 2018,78,14,0.81,45.06258693,54.93741307
claslan18a,3,2515,2018,clas,pal,10,171,1,1,lan,Lancaster 2018,80,13,1.17,100,0
claslan18a,4,2516,2018,clas,rye,10,171,1,1,lan,Lancaster 2018,90,4,0.21,67.74193548,32.25806452
claslan18b,1,2517,2018,clas,rad,10,171,2,1,lan,Lancaster 2018,100,0,0,0,100
claslan18b,2,2518,2018,clas,fox,10,171,2,1,lan,Lancaster 2018,95,8,0.18,10.01390821,89.98609179
claslan18b,3,2519,2018,clas,pal,10,171,2,1,lan,Lancaster 2018,60,17,0.92,100,0
claslan18b,4,2520,2018,clas,rye,10,171,2,1,lan,Lancaster 2018,85,3,0.11,35.48387097,64.51612903
claslan18c,1,2521,2018,clas,rad,10,171,3,1,lan,Lancaster 2018,99,1,0.06,6.451612903,93.5483871
claslan18c,2,2522,2018,clas,fox,10,171,3,1,lan,Lancaster 2018,92,16,0.39,21.69680111,78.30319889
claslan18c,3,2523,2018,clas,pal,10,171,3,1,lan,Lancaster 2018,85,26,1.28,100,0
claslan18c,4,2524,2018,clas,rye,10,171,3,1,lan,Lancaster 2018,98,2,0.09,29.03225806,70.96774194
claslan18d,1,2525,2018,clas,rad,10,171,4,1,lan,Lancaster 2018,100,1,0.02,2.150537634,97.84946237
claslan18d,2,2526,2018,clas,fox,10,171,4,1,lan,Lancaster 2018,90,21,0.55,30.59805285,69.40194715
claslan18d,3,2527,2018,clas,pal,10,171,4,1,lan,Lancaster 2018,90,36,1,100,0
claslan18d,4,2528,2018,clas,rye,10,171,4,1,lan,Lancaster 2018,98,2,0.06,19.35483871,80.64516129
claslan18a,1,2529,2018,clas,rad,20,304,1,1,lan,Lancaster 2018,98,2,0.05,6.52173913,93.47826087
claslan18a,2,2530,2018,clas,fox,20,304,1,1,lan,Lancaster 2018,80,24,0.6,53.81165919,46.18834081
claslan18a,3,2531,2018,clas,pal,20,304,1,1,lan,Lancaster 2018,65,32,1.27,100,0
claslan18a,4,2532,2018,clas,rye,20,304,1,1,lan,Lancaster 2018,,,,,
claslan18b,1,2533,2018,clas,rad,20,304,2,1,lan,Lancaster 2018,100,0,0,0,100
claslan18b,2,2534,2018,clas,fox,20,304,2,1,lan,Lancaster 2018,85,20,0.62,55.60538117,44.39461883
claslan18b,3,2535,2018,clas,pal,20,304,2,1,lan,Lancaster 2018,75,12,0.89,92.46753247,7.532467532
claslan18b,4,2536,2018,clas,rye,20,304,2,1,lan,Lancaster 2018,90,3,0.16,65.75342466,34.24657534
claslan18c,1,2537,2018,clas,rad,20,304,3,1,lan,Lancaster 2018,99,2,0.04,5.217391304,94.7826087
